Made,Body,Year,Fuel_Type,Transmission,Condition,Price,Cylinder_Numbers,Engine_Size,Estimated_Mileage,Warranty,peakrpm,Owners
Toyota,Saloon,2018,Hybrid,Manual,Good,28793.09196,4,2.427416498,11791.1122,33,5564,2
Honda,Hatchback,2004,Petrol,Manual,Fair,6000.657925,2,1.889495704,40629.65285,23,4933,3
Ford,Coupe,2012,Petrol,Manual,Good,12001.89536,2,2.441192435,25426.59703,29,4299,4
Honda,Hatchback,2006,Petrol,Manual,Fair,6959.690028,2,2.160964161,37449.47561,12,4199,3
Nissan,Coupe,2004,Petrol,Manual,Good,11452.12147,2,2.206992181,30246.49658,26,5587,3
Toyota,Truck,2015,Electric,Manual,Good,36047.16884,5,2.682306654,4902.819734,34,4977,1
Toyota,Saloon,2018,Electric,Manual,Good,26825.2346,5,1.963973628,7650.13182,6,6581,2
Toyota,Truck,2013,Electric,Automatic,Excellent,29095.1226,3,2.255365856,12493.80306,31,4499,1
Honda,Hatchback,2002,Petrol,Manual,Fair,5058.719393,2,2.16089535,44622.61889,22,6149,4
Nissan,Coupe,2002,Petrol,Manual,Good,7237.492977,2,2.104954109,39899.33353,29,6400,4
Ford,Hatchback,2021,Electric,Manual,Good,28974.02273,2,2.599822962,8086.61978031555,25,5231,2
Ford,SUV,2003,Electric,Automatic,Good,26188.30415,4,2.528133604,10638.42197,34,6516,2
Honda,Hatchback,2006,Petrol,Manual,Good,7448.679871,2,2.080842748,41557.80147,25,6591,4
Toyota,Truck,2015,Electric,Manual,Excellent,24721.29669,4,2.043066195,12022.06047,35,4377,2
Honda,Hatchback,2007,Petrol,Manual,Fair,6513.085614,3,2.153973929,41390.64253,23,5531,4
Honda,Hatchback,2002,Petrol,Manual,Fair,5446.397547,2,2.278693739,39137.63211,10,5196,4
Nissan,SUV,2011,Petrol,Manual,Fair,9223.074087,2,2.136855292,32516.06607,27,4135,4
Ford,Coupe,2007,Petrol,Manual,Fair,17584.52239,2,2.337702915,21727.28521,11,6264,4
Honda,Hatchback,2002,Petrol,Manual,Good,5257.660094,2,2.575124222,42177.9951,15,5203,4
Honda,Hatchback,2002,Petrol,Manual,Fair,5812.898009,3,1.562859592,40196.35525,33,6225,4
Toyota,Saloon,2022,Electric,Automatic,Excellent,33748.93564,5,2.384798738,6317.298978,35,4917,1
Toyota,Hatchback,2009,Electric,Automatic,Excellent,25670.88135,3,3.15180242,12461.72872,24,6139,2
Chevrolet,Hatchback,2009,Hybrid,Manual,Excellent,21253.10306,6,2.187341475,17778.89818,15,5484,1
Nissan,Coupe,2005,Petrol,Manual,Fair,9550.210845,2,1.779958137,30177.65822,11,5391,4
Chevrolet,Hatchback,2008,Petrol,Manual,Good,14921.72733,2,1.967796968,25269.45091,15,4323,4
Toyota,Truck,2016,Hybrid,Automatic,Good,28727.51459,4,3.210989055,7901.724494,15,5642,2
Ford,Coupe,2010,Hybrid,Automatic,Fair,20620.79736,4,2.383502804,18059.58613,26,4685,4
Toyota,Hatchback,2009,Electric,Manual,Excellent,24014.78529,2,2.48961753,11699.74119,17,4998,1
Nissan,SUV,2015,Petrol,Manual,Good,12747.39231,2,1.992795581,25282.26861,29,4366,3
Toyota,Truck,2016,Electric,Manual,Good,29022.56199,3,2.588068003,13687.2135,9,5056,2
Nissan,Coupe,2003,Petrol,Manual,Good,8469.537009,2,2.282765897,36449.03639,18,6599,3
Nissan,Coupe,2002,Petrol,Manual,Fair,10798.16063,2,2.698716572,29024.68739,31,5184,3
Nissan,Coupe,2000,Petrol,Manual,Good,8293.330979,2,1.644705608,35117.90109,15,6175,3
Nissan,Coupe,2002,Petrol,Manual,Fair,7068.896537,2,2.535220688,39238.71703,21,4461,3
Nissan,SUV,2011,Electric,Manual,Good,11338.74213,3,2.395491807,28939.2263,24,6072,3
Ford,SUV,2004,Hybrid,Automatic,Good,25179.33721,5,2.504335313,13205.43996,11,5794,2
Chevrolet,Coupe,2005,Hybrid,Manual,Good,17408.25896,2,2.084428559,20212.71085,31,5038,4
Honda,Hatchback,2002,Petrol,Manual,Fair,4534.571654,2,1.762175688,45017.22051,17,6454,2
Chevrolet,Hatchback,2008,Electric,Manual,Good,17054.01725,5,2.125918166,22897.45324,14,4383,4
Nissan,Coupe,2008,Petrol,Manual,Good,9988.339907,3,2.322064932,28872.9604,19,6395,3
Ford,SUV,2003,Petrol,Automatic,Good,19337.70028,3,2.41029333,17766.67759,29,6423,4
Toyota,Truck,2016,Hybrid,Manual,Good,26211.29688,6,2.890008137,10888.94221,15,4281,2
Ford,Coupe,2008,Electric,Automatic,Excellent,30201.27901,4,2.539853931,7644.72592,13,6066,2
Nissan,Coupe,2005,Petrol,Manual,Fair,10039.92616,2,2.039413461,34858.10156,8,4708,4
Ford,Hatchback,2019,Electric,Manual,Good,26337.35311,3,2.17806366,11449.22463,22,6416,2
Ford,Hatchback,2014,Hybrid,Automatic,Good,22240.67322,6,2.647005613,14751.92326,24,6299,2
Nissan,Coupe,2006,Petrol,Manual,Good,8123.36175,3,1.910896452,39341.65871,17,4757,3
Ford,SUV,2005,Hybrid,Manual,Good,21753.84727,5,1.926133716,16436.38371,8,5577,3
Honda,Hatchback,2008,Petrol,Manual,Fair,7254.932757,2,1.786762751,40200.67958,19,4465,3
Honda,Hatchback,2002,Petrol,Manual,Good,6102.728237,2,1.640993408,41701.20911,33,4214,4
Ford,Coupe,2012,Hybrid,Automatic,Good,23191.03176,5,2.664211468,12769.07688,11,5548,2
Toyota,Hatchback,2006,Hybrid,Automatic,Excellent,23472.00004,5,2.372982542,17435.46553,34,4128,2
Nissan,Coupe,2002,Petrol,Manual,Fair,7792.82023,2,2.079803665,43562.82535,24,6033,3
Honda,Hatchback,2001,Petrol,Manual,Good,7567.371058,2,2.369345969,41706.77551,23,6553,3
Toyota,Truck,2014,Electric,Automatic,Excellent,24959.6485,4,2.143981755,14013.90698,17,4713,2
Ford,Coupe,2008,Electric,Automatic,Excellent,21873.85162,6,2.785544453,18562.44356,20,6434,2
Toyota,Truck,2012,Hybrid,Manual,Good,26398.60955,5,2.112480306,11397.97062,30,4863,2
Chevrolet,Coupe,2005,Petrol,Manual,Good,16411.33111,5,1.421723799,18522.24649,11,5956,3
Honda,Hatchback,2005,Petrol,Manual,Fair,6512.888037,2,2.453679961,35719.07005,26,5080,4
Ford,Hatchback,2019,Hybrid,Automatic,Good,21261.68049,5,1.659212076,14667.45755,17,5972,3
Nissan,Coupe,2000,Petrol,Manual,Fair,9885.393744,2,2.703531208,37545.80391,24,5160,4
Ford,Hatchback,2020,Hybrid,Automatic,Good,23789.72395,2,2.516860651,17975.6176,12,5972,1
Nissan,SUV,2009,Petrol,Manual,Good,12483.20533,2,2.465737078,28592.87143,28,5843,2
Ford,Hatchback,2022,Hybrid,Manual,Excellent,31641.85559,5,2.192394772,5929.689321,25,4364,1
Toyota,Truck,2016,Hybrid,Manual,Good,29937.37105,6,2.629399589,11502.86553,15,6481,2
Toyota,Truck,2011,Electric,Automatic,Excellent,25558.52409,2,2.659258425,12184.72867,23,6350,2
Toyota,Truck,2015,Electric,Manual,Excellent,30015.32619,5,2.957895874,11963.91437,7,5199,1
Chevrolet,Hatchback,2014,Electric,Manual,Good,20313.62982,2,2.513828132,18472.92447,18,4472,2
Nissan,Coupe,2004,Petrol,Manual,Good,8994.697112,2,2.033771532,36279.1823,20,4600,4
Toyota,Truck,2012,Petrol,Manual,Good,17751.78738,2,2.249979618,16300.44418,33,5247,2
Chevrolet,Hatchback,2008,Petrol,Automatic,Fair,12290.93615,2,2.100908917,29842.46574,29,6213,3
Nissan,Coupe,2002,Petrol,Manual,Good,9521.473874,3,2.054422694,29234.06608,9,4538,4
Ford,Coupe,2009,Hybrid,Automatic,Good,21980.14221,2,2.215370767,16092.08465,12,5433,1
Chevrolet,Hatchback,2014,Hybrid,Automatic,Good,16367.62401,5,2.481272027,20916.11273,8,5012,3
Honda,Hatchback,2003,Petrol,Manual,Fair,5395.340688,2,1.706092719,44242.72299,30,6490,4
Chevrolet,Coupe,2003,Hybrid,Automatic,Fair,15455.73575,5,2.373558698,23858.94911,21,5376,4
Chevrolet,Hatchback,2017,Petrol,Automatic,Good,19964.52076,6,2.277813004,18582.17457,31,4814,2
Nissan,Coupe,2002,Petrol,Manual,Good,5156.261132,2,1.228400458,42382.40991,14,5612,2
Ford,Hatchback,2018,Electric,Automatic,Good,26353.06984,5,2.929288276,13222.03662,28,4636,2
Honda,Hatchback,2005,Petrol,Manual,Fair,5923.959904,2,1.522089506,42941.06223,28,5745,4
Toyota,Saloon,2019,Electric,Automatic,Good,33203.71347,2,2.755601791,9278.370276,22,4815,1
Toyota,Hatchback,2009,Hybrid,Automatic,Excellent,27331.59674,3,2.896863472,10068.122,31,4587,1
Chevrolet,Coupe,2007,Petrol,Manual,Good,12800.71844,3,2.105262993,29611.88761,13,6060,3
Nissan,Coupe,2001,Petrol,Manual,Fair,6892.670143,2,2.981110797,37824.44576,23,5571,4
Nissan,Coupe,2008,Petrol,Manual,Good,7986.373574,2,1.993002952,40616.28537,29,6036,4
Toyota,Truck,2013,Hybrid,Automatic,Good,27323.1985,3,2.251681714,13514.60637,32,5297,2
Honda,Hatchback,2001,Petrol,Manual,Fair,4487.127952,2,2.533268457,43809.40251,18,5940,3
Ford,Coupe,2012,Hybrid,Manual,Good,24441.47602,6,2.199575354,13907.6399,7,5276,1
Honda,Hatchback,2003,Petrol,Manual,Fair,6902.413127,3,2.167220578,40732.45069,6,5954,3
Ford,Hatchback,2018,Hybrid,Manual,Excellent,21888.23711,3,2.692827102,16092.50705,21,5722,2
Toyota,Saloon,2005,Hybrid,Automatic,Good,21559.85455,5,2.35383729,14886.80732,21,5118,4
Ford,Coupe,2008,Hybrid,Manual,Good,15396.15223,5,2.301217296,24586.99748,16,5311,3
Nissan,SUV,2016,Petrol,Manual,Good,11965.1443,2,2.096674116,28118.23561,29,5118,3
Chevrolet,Hatchback,2019,Hybrid,Manual,Good,23480.31,5,3.402743561,11518.53777,9,6108,3
Chevrolet,Hatchback,2018,Hybrid,Manual,Good,21659.4743,5,2.932345888,12529.69165,16,5807,3
Toyota,Saloon,2020,Hybrid,Automatic,Excellent,24616.85665,2,2.76538745,12643.34591,31,6524,2
Nissan,Coupe,2008,Petrol,Manual,Good,9619.508729,3,2.241348735,35414.88756,11,5611,3
Honda,Hatchback,2004,Petrol,Manual,Fair,6885.603548,2,1.831986464,38907.43485,31,5192,4
Nissan,Coupe,2002,Petrol,Manual,Good,9919.955888,3,1.729135709,36047.01707,15,5435,4
Chevrolet,Coupe,2005,Petrol,Manual,Good,8652.153274,2,2.199975147,33210.57212,16,4829,3
Chevrolet,Coupe,2007,Hybrid,Automatic,Excellent,20754.37379,3,2.586525588,17386.66576,31,5583,3
Nissan,SUV,2012,Petrol,Manual,Good,11528.41223,3,1.423746512,28522.22062,6,5264,2
Nissan,Coupe,2002,Petrol,Manual,Good,11307.6771,3,1.77897375,32243.5795,14,4806,3
Chevrolet,Hatchback,2009,Petrol,Manual,Good,19356.83882,5,2.398036158,18474.19919,32,6195,1
Honda,Hatchback,2008,Petrol,Manual,Good,7158.06772,3,1.849841401,38674.28597,12,5765,3
Toyota,Truck,2011,Petrol,Manual,Good,18935.70202,3,2.445341123,19349.90183,26,5596,3
Toyota,Truck,2015,Hybrid,Automatic,Excellent,25532.19182,6,2.397921883,12818.6002,27,4580,1
Nissan,Coupe,2005,Petrol,Manual,Good,8697.026689,2,2.231422639,35615.21088,8,5834,4
Toyota,Truck,2016,Hybrid,Automatic,Excellent,33256.97588,3,3.185442529,6891.344316,34,4219,1
Chevrolet,Hatchback,2019,Petrol,Manual,Good,18551.90316,2,1.918584664,20992.39793,14,5413,3
Chevrolet,Coupe,2003,Petrol,Automatic,Good,17522.91233,5,2.339457613,22134.09243,7,5013,3
Nissan,Coupe,2007,Petrol,Manual,Good,8173.148106,3,2.755638429,37218.82815,33,4851,4
Nissan,Coupe,2004,Petrol,Manual,Good,8111.058875,2,1.928164975,33735.7787,15,4742,2
Nissan,Coupe,2001,Petrol,Manual,Good,8007.102848,2,1.810042366,39247.34554,22,4960,4
Honda,Hatchback,2002,Petrol,Manual,Fair,6945.151189,2,2.300496479,36313.95709,17,5260,3
Toyota,Saloon,2018,Electric,Automatic,Good,44989.78593,6,2.953614435,5481.292122,6,5114,1
Nissan,Coupe,2004,Petrol,Manual,Good,10075.15654,3,2.468166836,34080.49752,31,4450,3
Ford,Hatchback,2019,Hybrid,Manual,Excellent,27164.59712,3,2.359289563,8493.499587,23,4984,1
Ford,SUV,2006,Electric,Automatic,Fair,20777.92161,5,2.568040082,19503.95823,11,6041,3
Chevrolet,Hatchback,2013,Petrol,Manual,Good,12468.99593,3,2.034777961,27490.27621,11,6477,4
Toyota,Saloon,2022,Electric,Automatic,Good,29416.54753,4,2.644052777,8512.792942,14,5540,2
Nissan,Coupe,2000,Petrol,Manual,Fair,9615.622295,3,2.058398477,34339.37909,15,6512,3
Ford,Hatchback,2017,Hybrid,Manual,Excellent,27331.39084,4,2.960253744,11399.5635,20,5007,1
Toyota,Truck,2015,Hybrid,Manual,Excellent,28130.44104,3,2.597257569,5311.591366,9,5480,2
Chevrolet,Hatchback,2012,Electric,Manual,Fair,17779.41355,4,1.880264462,24001.4616,13,4136,2
Honda,Hatchback,2008,Petrol,Manual,Good,6405.586222,2,1.67329277,39945.85132,9,6146,3
Toyota,Saloon,2018,Electric,Manual,Excellent,33045.44485,5,2.782327523,11621.50722,8,5132,1
Toyota,Truck,2017,Electric,Manual,Good,24549.40309,2,2.19864834,9343.549144,9,5102,1
Honda,Hatchback,2000,Petrol,Manual,Fair,6936.76189,2,2.163395863,38909.78581,6,6269,3
Toyota,Truck,2015,Hybrid,Manual,Good,27545.42997,4,2.237644201,11888.85514,14,6002,1
Chevrolet,Coupe,2007,Petrol,Manual,Good,12976.00135,3,2.098076123,25748.66583,16,5409,2
Chevrolet,Hatchback,2008,Petrol,Manual,Fair,14057.84782,5,1.923316654,26308.9281,26,4563,4
Honda,Hatchback,2002,Petrol,Manual,Fair,6160.386543,2,1.989472886,40561.94026,28,4585,4
Nissan,SUV,2011,Petrol,Manual,Fair,8953.4563,2,1.719989476,32859.17981,24,5318,4
Ford,Hatchback,2020,Hybrid,Manual,Excellent,20199.66731,2,2.304349293,18673.04158,26,6545,3
Nissan,SUV,2010,Petrol,Manual,Good,11306.10976,4,2.286541051,30291.94479,15,5272,3
Toyota,Saloon,2004,Petrol,Manual,Good,18522.96875,5,2.180185384,18196.2379,31,5012,4
Ford,Coupe,2011,Hybrid,Automatic,Excellent,23205.43747,2,2.536702975,11310.49041,35,5548,2
Honda,Hatchback,2002,Petrol,Manual,Fair,5325.996734,2,1.576960761,39801.33332,25,4540,4
Honda,Hatchback,2005,Petrol,Manual,Good,7682.781085,2,1.74036971,37091.13153,12,4509,4
Ford,Coupe,2008,Electric,Manual,Excellent,34070.06783,4,2.526161361,10319.89464,10,5240,1
Chevrolet,Coupe,2004,Hybrid,Automatic,Good,17066.32889,6,2.00841799,20932.51006,7,4349,3
Ford,Hatchback,2013,Electric,Automatic,Excellent,27394.47865,4,2.631882896,9897.344171,24,5470,1
Chevrolet,Hatchback,2015,Hybrid,Manual,Excellent,20696.17573,6,2.274928965,16297.73965,8,5655,3
Honda,Hatchback,2008,Petrol,Manual,Good,6991.046076,2,2.536614462,35205.35799,20,4427,4
Ford,Hatchback,2017,Petrol,Manual,Fair,16908.66086,2,2.618435597,21231.21713,12,5051,2
Nissan,Coupe,2002,Petrol,Manual,Good,11464.45798,2,1.964687717,26453.20002,10,5900,3
Nissan,Coupe,2008,Petrol,Manual,Good,10238.91238,3,2.075161993,31134.36367,28,5034,4
Toyota,Saloon,2018,Hybrid,Manual,Excellent,24854.77981,5,3.100927697,13429.8162,15,5786,1
Nissan,Coupe,2002,Petrol,Manual,Good,9582.847486,2,2.248755462,34055.23913,14,4193,2
Ford,SUV,2004,Electric,Manual,Good,25031.40729,2,2.228636301,12443.02688,28,5050,2
Ford,Coupe,2010,Hybrid,Manual,Good,22983.98004,4,2.710128603,14140.18464,19,4273,3
Nissan,Coupe,2000,Petrol,Manual,Good,9167.631044,2,2.053584863,36272.26044,27,5994,3
Ford,SUV,2006,Hybrid,Manual,Good,20089.25378,5,2.427940962,18832.13168,33,4467,4
Toyota,Truck,2017,Electric,Manual,Excellent,28550.84369,6,3.005310718,12749.27679,18,4614,2
Chevrolet,Hatchback,2008,Petrol,Manual,Good,33515.28065,6,2.789338659,7608.216495,6,4866,2
Toyota,Truck,2012,Electric,Manual,Good,22035.47238,2,2.446895774,15622.52516,21,5114,3
Toyota,Saloon,2019,Hybrid,Automatic,Good,26488.86338,6,2.476504413,14766.91673,25,6359,1
Ford,Hatchback,2021,Electric,Automatic,Excellent,24171.31248,2,2.639016912,10270.2846,13,5634,2
Chevrolet,Coupe,2006,Petrol,Manual,Fair,19517.45919,6,1.95019508,15474.7355,22,6218,4
Ford,Hatchback,2014,Hybrid,Manual,Good,39880.47478,6,2.546730604,6832.411265,11,4537,1
Honda,Hatchback,2004,Petrol,Manual,Fair,6816.823085,3,2.371067624,39399.23424,7,5927,4
Ford,Hatchback,2013,Hybrid,Manual,Good,22907.62633,4,3.323469091,14615.64275,18,5099,3
Ford,Coupe,2012,Hybrid,Automatic,Excellent,23195.43675,6,2.578878104,13145.68603,30,6500,2
Ford,Hatchback,2018,Hybrid,Automatic,Good,25110.24338,6,2.955953765,14190.33106,13,4952,2
Chevrolet,Hatchback,2015,Electric,Automatic,Fair,35161.43997,6,2.528182537,4596.252221,30,4452,1
Ford,Hatchback,2019,Electric,Manual,Excellent,28846.46792,6,2.709749126,8535.193306,14,6006,2
Chevrolet,Hatchback,2017,Electric,Manual,Good,21143.16454,2,1.57654874,12798.86675,35,5784,1
Nissan,Coupe,2000,Petrol,Manual,Fair,9634.597239,2,2.065177626,32069.24079,18,4280,4
Honda,Hatchback,2008,Petrol,Manual,Good,4789.856291,2,2.252954978,41855.02201,23,5580,3
Chevrolet,Coupe,2007,Hybrid,Manual,Fair,20052.06189,6,2.141237539,15419.11076,23,5251,3
Nissan,SUV,2009,Petrol,Manual,Good,10491.72261,3,2.027597279,31414.21511,14,5546,4
Chevrolet,Hatchback,2016,Hybrid,Automatic,Fair,18651.07178,6,2.66082442,20605.8354,7,5557,2
Chevrolet,Hatchback,2010,Hybrid,Manual,Fair,20319.60065,4,2.04384109,17493.61916,9,6144,4
Honda,Hatchback,2005,Petrol,Manual,Good,5831.419411,2,2.173741146,42227.04693,23,4506,2
Toyota,Saloon,2004,Electric,Manual,Good,18024.87812,6,1.674401211,17836.69325,22,4243,4
Toyota,Hatchback,2008,Electric,Automatic,Good,21628.20246,6,2.772316336,13702.32479,17,5611,3
Chevrolet,Coupe,2004,Petrol,Manual,Good,9309.226089,2,2.004334565,34148.22505,21,5004,4
Ford,Hatchback,2017,Electric,Automatic,Excellent,25775.34418,2,2.520903881,9456.431174,18,5672,2
Nissan,Coupe,2000,Petrol,Manual,Good,9600.961834,2,2.26594592,32539.89696,16,4472,3
Ford,Hatchback,2014,Hybrid,Automatic,Excellent,27442.80942,2,1.781770569,16000.20911,19,5503,2
Ford,Hatchback,2016,Electric,Manual,Good,27014.24062,4,2.113342351,11844.07652,15,5141,2
Chevrolet,Hatchback,2016,Hybrid,Manual,Good,16530.57758,3,2.275638603,21935.99504,28,4298,3
Chevrolet,Hatchback,2011,Electric,Manual,Good,15526.4563,2,1.925899365,21021.07681,33,5758,2
Chevrolet,Coupe,2006,Petrol,Automatic,Good,15636.75214,5,1.813639874,22375.65968,32,5894,3
Chevrolet,Hatchback,2009,Hybrid,Automatic,Good,23745.25612,5,2.68576364,17054.38315,26,6523,2
Toyota,Hatchback,2009,Hybrid,Manual,Good,25243.32228,4,2.230389181,11235.25356,24,6361,2
Chevrolet,Hatchback,2010,Petrol,Automatic,Good,17179.62561,5,2.263442388,17333.25729,29,4374,4
Toyota,Hatchback,2009,Electric,Manual,Good,27457.23908,2,2.336240312,5741.809402,26,4520,1
Toyota,Truck,2015,Hybrid,Manual,Good,18067.51473,6,2.173889042,17439.37564,22,5442,4
Chevrolet,Hatchback,2010,Petrol,Manual,Good,16808.37736,6,2.374536436,21505.75733,14,6217,4
Honda,Hatchback,2004,Petrol,Manual,Good,5343.35297,2,1.683634271,47331.77907,19,4600,2
Nissan,Coupe,2005,Petrol,Manual,Good,8100.494344,2,2.151845936,36654.05053,17,4321,2
Ford,Hatchback,2021,Hybrid,Manual,Good,22951.42368,2,2.163545211,16930.73172,10,5128,2
Toyota,Hatchback,2010,Hybrid,Manual,Good,26236.20124,5,2.542619221,12708.70317,8,4848,2
Nissan,Coupe,2004,Petrol,Manual,Good,7817.591438,2,2.009973637,37321.43044,27,5024,2
Honda,Hatchback,2006,Petrol,Manual,Fair,5834.406876,2,1.498677804,40689.39995,13,5280,4
Ford,Hatchback,2014,Hybrid,Automatic,Good,24319.91701,3,2.470853454,11009.46018,23,4294,1
Ford,SUV,2005,Hybrid,Automatic,Good,25806.36618,3,2.380073806,11992.89121,32,4720,2
Toyota,Saloon,2019,Electric,Manual,Good,24635.78996,3,2.587747907,12110.89505,35,5192,1
Honda,Hatchback,2002,Petrol,Manual,Good,5847.746663,2,2.238687496,37590.42097,28,4671,4
Toyota,Saloon,2019,Hybrid,Automatic,Good,32407.37026,6,2.488171329,7829.108035,7,4149,1
Honda,Hatchback,2007,Petrol,Manual,Fair,6744.018006,3,2.216616687,41427.50016,32,4314,3
Chevrolet,Hatchback,2018,Electric,Manual,Good,15986.49057,5,2.841774543,25179.11414,16,4739,3
Chevrolet,Hatchback,2019,Hybrid,Manual,Fair,16514.02074,2,1.734657251,21557.97025,33,6090,3
Toyota,Hatchback,2009,Hybrid,Manual,Good,27961.41528,5,2.214880102,7203.003146,10,4667,2
Chevrolet,Hatchback,2014,Petrol,Manual,Fair,16424.90233,5,2.024486751,21716.56185,30,5207,4
Nissan,Truck,2001,Petrol,Manual,Fair,6804.914905,2,2.057440278,36897.41228,18,4180,4
Toyota,Hatchback,2010,Hybrid,Manual,Good,24083.46963,3,2.246347898,14351.41031,35,4762,2
Honda,Hatchback,2002,Petrol,Manual,Good,6879.863255,2,2.31834444,39923.16487,19,5256,3
Nissan,Truck,2004,Petrol,Manual,Good,9761.260116,2,2.368201151,35489.5949,15,5702,2
Toyota,Saloon,2005,Electric,Automatic,Good,29229.46982,6,2.9581719,9286.527743,24,4803,1
Chevrolet,Hatchback,2014,Hybrid,Automatic,Good,25557.10475,5,2.755171611,11297.20745,7,5808,2
Chevrolet,Hatchback,2009,Hybrid,Manual,Excellent,21846.23922,3,2.800040528,14802.77204,31,5979,1
Chevrolet,Hatchback,2008,Electric,Manual,Good,16947.90076,2,2.075928003,21035.55376,14,5393,3
Chevrolet,Hatchback,2008,Petrol,Manual,Fair,19269.50095,6,2.116686265,18096.23908,30,4878,4
Honda,Hatchback,2002,Petrol,Manual,Good,6317.610267,3,1.672805936,36921.24377,30,6170,2
Nissan,Truck,2005,Electric,Manual,Good,10102.59931,2,2.262269959,31944.32341,15,5994,3
Ford,Coupe,2008,Petrol,Manual,Good,17729.65933,3,2.369442657,19708.09651,24,5183,4
Honda,Hatchback,2003,Petrol,Manual,Good,7254.41401,2,2.278863952,36825.08485,22,6142,4
Honda,Hatchback,2001,Petrol,Manual,Fair,3894.720913,2,1.834933547,43484.97712,30,5059,4
Ford,SUV,2003,Hybrid,Manual,Excellent,23931.48444,5,2.89394753,10214.35044,12,5963,2
Ford,Coupe,2008,Hybrid,Manual,Good,16973.3976,5,2.365777034,23726.57613,23,4402,4
Chevrolet,Hatchback,2018,Hybrid,Automatic,Fair,15889.56549,4,2.125049214,20107.45961,11,4898,2
Honda,Hatchback,2004,Petrol,Manual,Fair,6409.64738,2,2.018396236,38634.73904,32,5088,2
Toyota,Saloon,2020,Hybrid,Manual,Excellent,30343.1222,4,3.130499388,10699.7645,14,4159,2
Ford,Hatchback,2014,Electric,Automatic,Good,28087.96513,4,2.554028223,14308.82996,13,6266,2
Ford,Hatchback,2021,Hybrid,Manual,Good,23227.87393,5,2.46698055,19656.51976,32,5389,2
Nissan,Truck,2008,Petrol,Manual,Good,11185.77474,3,2.247258963,35136.35614,33,5315,3
Toyota,Truck,2015,Hybrid,Automatic,Excellent,25686.91469,3,2.67245374,13289.7102,27,5385,1
Toyota,Saloon,2020,Hybrid,Manual,Good,22439.05098,5,2.5060335,14310.45994,27,6147,2
Ford,Hatchback,2021,Hybrid,Automatic,Good,25493.22035,6,2.68674814,12294.2096,29,4758,2
Chevrolet,Coupe,2003,Petrol,Manual,Fair,15247.50227,2,2.390527494,27644.0097,14,4742,3
Nissan,Truck,2005,Petrol,Manual,Fair,9500.212256,2,2.193438053,33138.43191,29,5665,4
Toyota,Truck,2012,Electric,Manual,Good,23606.48173,5,3.005938396,14826.35474,6,4239,2
Ford,Coupe,2008,Petrol,Automatic,Fair,17799.83319,2,2.066930013,20054.54308,7,4669,4
Toyota,Truck,2016,Electric,Automatic,Good,27647.84174,4,2.686221411,10016.49032,27,4782,2
Nissan,SUV,2012,Petrol,Manual,Good,9915.995347,2,2.022342364,32655.95604,29,4850,4
Nissan,Truck,2003,Petrol,Manual,Fair,11425.76736,4,1.858425962,27505.88575,9,6441,2
Honda,Hatchback,2006,Petrol,Manual,Good,4331.533738,2,1.881416092,44878.47349,33,5788,2
Ford,Hatchback,2016,Hybrid,Automatic,Good,21146.81823,4,2.065079237,15468.61924,25,6055,1
Nissan,Truck,2008,Petrol,Manual,Good,11391.99849,2,2.176061434,30575.48678,15,4342,3
Honda,Hatchback,2003,Petrol,Manual,Fair,6729.570093,3,2.073399695,40994.74302,23,5815,2
Honda,Hatchback,2008,Petrol,Manual,Fair,6924.372538,2,2.128255372,38617.60343,15,5396,4
Toyota,Hatchback,2008,Hybrid,Automatic,Excellent,33258.73461,2,2.64060495,12176.6306,6,5072,1
Toyota,Hatchback,2009,Electric,Manual,Excellent,22177.79629,3,2.420906764,11961.73903,15,5131,2
Honda,Hatchback,2003,Petrol,Manual,Fair,5335.797456,2,1.740288211,43292.00468,14,4533,4
Toyota,Hatchback,2008,Electric,Manual,Excellent,30279.72483,2,2.46917713,10407.43267,28,6055,2
Nissan,SUV,2012,Petrol,Manual,Fair,10650.64533,2,1.816472832,31264.71907,30,6256,4
Chevrolet,Hatchback,2013,Electric,Manual,Good,17624.37716,6,1.925452817,20033.2744,18,6461,2
Nissan,Truck,2004,Petrol,Manual,Good,9469.448306,2,1.480685958,36327.22433,20,4217,4
Honda,Hatchback,2005,Petrol,Manual,Fair,5229.031479,2,2.330453545,43369.51134,23,5959,4
Honda,Hatchback,2002,Petrol,Manual,Good,7778.466417,2,2.450331425,39374.08676,31,6597,4
Nissan,Truck,2005,Petrol,Automatic,Good,12739.6842,2,1.626226591,31291.01709,18,4210,2
Toyota,Saloon,2022,Hybrid,Manual,Excellent,31585.51896,4,2.730898485,7541.187746,10,5241,1
Toyota,Truck,2016,Hybrid,Automatic,Excellent,45264.56131,6,2.616052984,5133.281489,7,5299,1
Honda,Hatchback,2006,Petrol,Manual,Good,6789.881033,2,1.857269631,39495.99687,31,4879,4
Ford,Hatchback,2021,Electric,Manual,Good,25324.03294,3,2.433881909,10845.24329,12,4817,2
Toyota,Truck,2017,Hybrid,Automatic,Good,17186.95893,6,2.11166918,21950.98663,14,5924,3
Nissan,Truck,2002,Petrol,Manual,Good,8986.307544,2,2.380314165,31141.57071,24,6245,3
Toyota,Saloon,2019,Hybrid,Manual,Excellent,30098.92968,4,3.440988207,10992.38536,19,4625,2
Nissan,SUV,2011,Petrol,Manual,Good,8429.541849,2,1.647963068,35859.6087,22,4554,4
